Date,Country,avg_ELD,avg_Q,avg_Qb
1/1/20,Italy,0.016172815,17.30258,25.633188
1/1/20,Ivory Coast,10.387416,55.708008,47.23619
1/1/20,Jamaica,18.094332,63.954502,45.86017
1/1/20,Japan,0.049240954,11.983532,22.655203
1/1/20,Jordan,0.000667408,20.120993,28.338339
1/1/20,Kazakhstan,0,-1.2809289,13.236812
1/1/20,Kenya,16.934605,63.421432,46.535812
1/1/20,Kosovo,0,8.2049465,20.307941
1/1/20,Kuwait,0.30076733,27.573315,34.117992
1/1/20,Kyrgyzstan,0,-9.034302,7.0231295
1/1/20,Laos,10.20791,51.248753,41.123615
1/1/20,Latvia,0,13.327514,22.851887
1/1/20,Lebanon,0.012363141,19.76796,26.528147
1/1/20,Lesotho,5.2804418,42.45414,37.534
1/1/20,Liberia,22.237288,69.12335,46.93762
1/1/20,Libya,0.007326361,22.625734,31.154242
1/1/20,Lithuania,0,13.144637,22.755514
1/1/20,Luxembourg,0,15.624237,23.80074
1/1/20,Madagascar,22.824257,68.24997,45.425713
1/1/20,Malawi,21.773417,65.309814,43.536396
1/1/20,Malaysia,26.143635,72.64808,46.50444
1/1/20,Mali,0.04950673,30.09786,41.59353
1/1/20,Mauritania,0.001838649,27.438143,39.199013
1/1/20,Mexico,4.5189066,36.776127,36.158073
1/1/20,Moldova,0,8.680029,20.81268
1/1/20,Mongolia,0,-15.236145,2.470334
1/1/20,Montenegro,0.000174419,9.475284,21.163994
1/1/20,Morocco,0.04648086,22.414124,31.921204
1/1/20,Mozambique,23.448929,70.01177,46.56286
1/1/20,Myanmar,7.4769855,46.17327,39.342278
1/1/20,Namibia,8.206937,52.58955,46.148773
1/1/20,Nepal,0.4740102,14.988493,22.13932
1/1/20,Netherlands,0.005748946,19.357258,26.269066
1/1/20,New Caledonia,19.03104,64.753136,45.7221
1/1/20,New Zealand,3.0763204,37.348164,35.7884
1/1/20,Nicaragua,20.316408,65.61557,45.29918
1/1/20,Niger,0.000338308,26.518764,38.726646
1/1/20,Nigeria,3.0858119,42.409054,45.243553
1/1/20,North Korea,0,-1.2140794,13.920655
1/1/20,North Macedonia,0,8.771166,20.898598
1/1/20,Northern Cyprus,0.02824862,28.479961,32.751476
1/1/20,Norway,0,-0.8732147,12.941573
1/1/20,Oman,3.3478553,40.165535,40.17781
1/1/20,Pakistan,0.18110791,19.658384,27.185675
1/1/20,Palestine,0.031144666,27.297707,31.47422
1/1/20,Panama,23.847424,69.64592,45.798496
1/1/20,Papua New Guinea,26.03045,71.07688,45.04643
1/1/20,Paraguay,22.377203,71.48872,49.111633
1/1/20,Peru,17.25572,57.463165,40.45304
1/1/20,Philippines,23.705523,69.53303,45.827503
1/1/20,Poland,0,12.184257,22.3793
1/1/20,Portugal,0.50150275,25.071257,29.468777
1/1/20,Puerto Rico,20.54053,65.489525,44.948994
1/1/20,Qatar,2.0361805,37.86151,38.208206
1/1/20,Republic of Serbia,0,8.304885,20.031326
1/1/20,Republic of the Congo,22.37164,68.6731,46.363102
1/1/20,Romania,0,6.9711175,19.434114
1/1/20,Russia,0,-16.734722,0.25406256
1/1/20,Rwanda,14.569389,55.14417,40.57478
1/1/20,Saudi Arabia,0.68218815,27.88793,35.049267
1/1/20,Senegal,0.2996072,38.72313,46.351307
1/1/20,Sierra Leone,16.122852,63.5377,47.93719
1/1/20,Slovakia,0,6.6059475,18.660995
1/1/20,Slovenia,0,10.12996,21.240122
1/1/20,Solomon Islands,29.902246,77.49239,47.59015
1/1/20,Somalia,13.694412,61.25393,47.744553
1/1/20,Somaliland,8.230332,49.52041,41.891853
1/1/20,South Africa,8.375049,51.29147,44.17866
1/1/20,South Korea,0.026875054,10.282606,22.277395
1/1/20,South Sudan,2.2004714,43.926918,48.176216
1/1/20,Spain,0.041414537,19.133009,26.49307
1/1/20,Sri Lanka,22.04427,68.152016,46.107807
1/1/20,Sudan,0.29493144,28.73481,38.62473
1/1/20,Suriname,22.475111,68.779594,46.304485
1/1/20,Sweden,0,7.252448,18.949314
1/1/20,Switzerland,5.46E-05,5.5152497,17.869734
1/1/20,Syria,0.001219481,20.555292,27.7345
1/1/20,Taiwan,4.927982,39.712593,35.681435
1/1/20,Tajikistan,0,-9.267549,6.240469
1/1/20,Thailand,15.709302,61.39567,45.73998
1/1/20,The Bahamas,12.155321,55.145878,43.00339
1/1/20,Togo,6.6648574,51.431347,47.929565
1/1/20,Trinidad and Tobago,23.082052,69.318375,46.23631
1/1/20,Tunisia,0.028371714,25.100006,31.39015
1/1/20,Turkey,0.001151818,9.192896,20.505985
1/1/20,Turkmenistan,2.43E-08,12.280493,23.368029
1/1/20,Uganda,12.827703,57.354294,44.681458
1/1/20,Ukraine,0,8.828836,20.432938
1/1/20,United Arab Emirates,1.9371096,38.501396,38.727684
1/1/20,United Kingdom,0.009609757,19.667593,26.381744
1/1/20,United Republic of Tanzania,21.517735,65.30499,43.787254
1/1/20,United States of America,0.36495304,2.6207483,15.24879
1/1/20,Uruguay,11.37057,55.29208,44.049316
1/1/20,Uzbekistan,0,7.566071,20.0126
1/1/20,Vanuatu,24.994043,71.632164,46.63812
1/1/20,Venezuela,17.88239,64.66485,46.784973
1/1/20,Vietnam,13.316558,54.52314,41.399746
1/1/20,Western Sahara,0.006595024,24.612469,35.87463
1/1/20,Yemen,4.612737,40.45916,39.994442
1/1/20,Zambia,20.634804,63.886135,43.25133
1/1/20,Zimbabwe,17.019056,62.37555,45.370056
1/1/20,eSwatini,16.424023,59.971966,43.547943
2/1/20,Afghanistan,0.005434966,10.955517,22.666403
2/1/20,Albania,0.008525129,17.60363,26.252888
2/1/20,Algeria,0.022254843,25.33321,37.222443
2/1/20,Angola,21.08154,64.55186,43.472717
2/1/20,Antarctica,0,-29.244965,-10.861386
2/1/20,Argentina,6.6335945,44.28848,40.67395
2/1/20,Armenia,0,2.7517066,15.903481
2/1/20,Australia,10.872324,57.80216,48.372807
2/1/20,Austria,2.05E-05,10.720441,21.888353
2/1/20,Azerbaijan,0.000235967,12.729139,23.538528
2/1/20,Bangladesh,5.990215,46.104713,40.331074
2/1/20,Belarus,0,10.793563,21.74596
2/1/20,Belgium,0.005847547,19.449686,26.742954
2/1/20,Belize,20.9144,66.678894,45.764496
2/1/20,Benin,4.8738375,47.940483,49.382328
2/1/20,Bhutan,0.20204173,13.6061735,21.212368
2/1/20,Bolivia,19.77751,61.924847,42.408985
2/1/20,Bosnia and Herzegovina,0.000586083,15.085688,24.914843
2/1/20,Botswana,14.850467,60.842052,46.16836
2/1/20,Brazil,23.460573,69.55711,46.10335
2/1/20,Brunei,28.266222,75.707825,47.441597
2/1/20,Bulgaria,3.23E-05,14.914245,24.853037
2/1/20,Burkina Faso,0.004915118,38.420296,48.505665
2/1/20,Burundi,16.82062,58.42419,41.60357
2/1/20,Cambodia,14.694859,62.390213,47.696964
2/1/20,Cameroon,9.854059,53.893204,46.897453
2/1/20,Canada,1.30E-06,-20.135433,-2.5745137
2/1/20,Central African Republic,3.3874764,48.19714,49.518272
2/1/20,Chad,0.014956366,31.38299,42.39406
2/1/20,Chile,1.0523492,30.538738,33.341263
2/1/20,China,0.4057845,3.3830483,16.42847
2/1/20,Colombia,20.700039,67.03521,46.364635
2/1/20,Costa Rica,18.500452,62.68475,44.188225
2/1/20,Croatia,0.005876879,18.505917,27.331541
2/1/20,Cuba,16.17646,61.25537,45.084763
2/1/20,Cyprus,0.22199734,27.961544,31.731756
2/1/20,Czechia,0,14.176771,23.977587
2/1/20,Democratic Republic of the Congo,22.484934,68.57199,46.18816
2/1/20,Denmark,0,16.800001,25.041882
2/1/20,Djibouti,11.954907,57.321484,45.425083
2/1/20,Dominican Republic,17.590868,61.4779,43.88703
2/1/20,East Timor,27.518898,73.878235,46.35933
2/1/20,Ecuador,21.066128,63.623055,42.568775
2/1/20,Egypt,0.07229448,27.193878,34.745487
2/1/20,El Salvador,13.011955,60.842987,47.839386
2/1/20,Equatorial Guinea,27.08519,73.22288,46.13769
2/1/20,Eritrea,7.955137,51.432274,44.183216
2/1/20,Estonia,0,10.480775,21.245249
2/1/20,Ethiopia,5.5049357,49.812122,45.200897
2/1/20,Falkland Islands,0.09133862,26.842665,30.870148
2/1/20,Fiji,26.72852,73.77277,47.04425
2/1/20,Finland,0,2.438614,15.512089
2/1/20,France,2.2117283,26.136631,29.827803
2/1/20,French Southern and Antarctic Lands,0.010808633,18.805956,26.198584
2/1/20,Gabon,26.81366,73.482155,46.668495
2/1/20,Gambia,2.5169456,48.16921,49.47285
2/1/20,Georgia,4.31E-05,6.693367,19.131697
2/1/20,Germany,0.001182014,16.845327,25.525166
2/1/20,Ghana,11.596762,58.633205,50.503567
2/1/20,Greece,0.07106031,21.474976,28.597132
2/1/20,Greenland,0,-32.012123,-13.183547
2/1/20,Guatemala,14.939206,58.515633,43.591602
2/1/20,Guinea,6.37516,51.93323,48.693726
2/1/20,Guinea-Bissau,10.238167,57.78245,49.031025
2/1/20,Guyana,19.356909,64.92699,45.570072
2/1/20,Haiti,17.983994,63.122505,45.138508
2/1/20,Honduras,15.937775,59.813484,43.877502
2/1/20,Hungary,0,15.835389,25.876345
2/1/20,Iceland,0,3.9012032,16.703262
2/1/20,India,5.3455753,42.508823,39.206043
2/1/20,Indonesia,26.965914,73.36241,46.396507
2/1/20,Iran,0.25456086,19.59117,29.232891
2/1/20,Iraq,0.31596282,25.473845,32.00067
2/1/20,Ireland,0.000703771,18.20566,25.873457
2/1/20,Israel,0.137776,29.523123,33.047672
2/1/20,Italy,0.048322544,20.363808,28.028423
2/1/20,Ivory Coast,13.146156,60.01514,49.17956
2/1/20,Jamaica,20.185555,66.215805,46.03025
2/1/20,Japan,0.10107772,11.707699,22.622559
2/1/20,Jordan,0.003707659,23.4491,30.76077
2/1/20,Kazakhstan,7.06E-06,2.320005,16.05907
2/1/20,Kenya,16.3279,63.665108,47.37691
2/1/20,Kosovo,0,13.968931,24.166702
2/1/20,Kuwait,0.75947845,30.497845,36.28992
2/1/20,Kyrgyzstan,0,-2.355806,12.313226
2/1/20,Laos,9.000421,50.711548,41.768616
2/1/20,Latvia,0,11.636692,22.100885
2/1/20,Lebanon,0.057378218,21.956388,27.683926
2/1/20,Lesotho,5.337259,41.77323,36.61067
2/1/20,Liberia,24.580992,72.63075,48.175426
2/1/20,Libya,0.03169257,25.419836,34.156677
2/1/20,Lithuania,0,11.891556,22.35303
2/1/20,Luxembourg,0.004329439,17.379864,25.193933
2/1/20,Madagascar,21.754145,67.53771,45.791
2/1/20,Malawi,22.347073,66.11668,43.769608
2/1/20,Malaysia,25.270569,71.70665,46.43608
2/1/20,Mali,0.080901645,34.056248,45.706898
2/1/20,Mauritania,0.040520526,33.104076,44.892082
2/1/20,Mexico,4.618118,37.82945,37.3709
2/1/20,Moldova,0,13.199575,24.048866
2/1/20,Mongolia,0,-9.388384,7.7339315
2/1/20,Montenegro,0.007682143,14.412243,24.081367
2/1/20,Morocco,0.3483784,28.925875,37.29436
2/1/20,Mozambique,24.310577,71.018524,46.707954
2/1/20,Myanmar,6.2704625,46.865383,41.166744
2/1/20,Namibia,10.892434,55.765564,45.482914
2/1/20,Nepal,1.3204598,19.494833,25.08631
2/1/20,Netherlands,0.001814161,19.722614,27.0976
2/1/20,New Caledonia,24.334229,71.079414,46.74518
2/1/20,New Zealand,3.8845067,39.58035,36.62073
2/1/20,Nicaragua,19.90691,66.005066,46.098152
2/1/20,Niger,0.000165949,28.657335,41.2258
2/1/20,Nigeria,3.8815312,44.507668,47.407845
2/1/20,North Korea,0,1.7008895,15.898689
2/1/20,North Macedonia,0,13.898026,24.316153
2/1/20,Northern Cyprus,0.23736946,29.447842,33.099926
2/1/20,Norway,0,-3.2980127,11.164498
2/1/20,Oman,3.4647605,42.542828,42.15954
2/1/20,Pakistan,0.65679705,25.662985,32.409294
2/1/20,Palestine,0.13988174,30.445583,33.035282
2/1/20,Panama,22.451483,68.60607,46.154617
2/1/20,Papua New Guinea,26.173561,71.25261,45.079044
2/1/20,Paraguay,21.200682,69.51471,48.31759
2/1/20,Peru,18.169163,58.47197,40.41353
2/1/20,Philippines,20.984238,66.47529,45.491238
2/1/20,Poland,0,14.180051,24.07946
2/1/20,Portugal,0.6204714,30.308813,32.524876
2/1/20,Puerto Rico,18.895243,64.016266,45.121025
2/1/20,Qatar,2.7391684,40.293724,39.44307
2/1/20,Republic of Serbia,0,15.202278,25.087477
2/1/20,Republic of the Congo,25.340816,72.15019,46.82445
2/1/20,Romania,0,12.840686,23.551802
2/1/20,Russia,0,-13.555974,3.0325847
2/1/20,Rwanda,14.96636,55.87315,40.906788
2/1/20,Saudi Arabia,0.8266415,31.607004,38.48065
2/1/20,Senegal,1.006112,44.55901,50.25417
2/1/20,Sierra Leone,18.206161,67.0115,49.472996
2/1/20,Slovakia,0,12.612901,23.170305
2/1/20,Slovenia,1.05E-05,16.086027,25.699986
2/1/20,Solomon Islands,30.33243,77.809525,47.477093
2/1/20,Somalia,12.587201,60.50306,48.131393
2/1/20,Somaliland,7.392432,49.73262,43.262688
2/1/20,South Africa,9.112584,52.349335,43.743454
2/1/20,South Korea,0.008731381,11.605597,23.110516
2/1/20,South Sudan,3.6036777,48.397503,50.63641
2/1/20,Spain,0.11351212,24.961754,30.33018
2/1/20,Sri Lanka,20.964964,67.70473,46.74019
2/1/20,Sudan,0.3648378,31.252794,41.472702
2/1/20,Suriname,20.53913,66.86006,46.32094
2/1/20,Sweden,0,4.083206,16.782333
2/1/20,Switzerland,0.005770452,10.037338,21.09421
2/1/20,Syria,0.012046812,21.557524,28.764301
2/1/20,Taiwan,5.4083166,41.064884,36.41748
2/1/20,Tajikistan,0.000188605,-3.0326688,11.245836
2/1/20,Thailand,13.856266,60.298676,46.455025
2/1/20,The Bahamas,14.054449,57.427067,43.451912
2/1/20,Togo,8.019807,53.605434,49.95608
2/1/20,Trinidad and Tobago,21.196163,67.5616,46.36543
2/1/20,Tunisia,0.043582715,26.677538,33.93587
2/1/20,Turkey,0.015360262,12.319329,22.39483
2/1/20,Turkmenistan,0.0024703,18.49296,27.996964
2/1/20,Uganda,15.481038,60.52501,45.083393
2/1/20,Ukraine,0,10.725201,21.7717
2/1/20,United Arab Emirates,2.7071698,41.477585,40.7301
2/1/20,United Kingdom,0.007706508,17.756151,25.617634
2/1/20,United Republic of Tanzania,21.87866,65.94114,44.06248
2/1/20,United States of America,0.34783652,3.472466,16.31996
2/1/20,Uruguay,10.61485,53.839584,43.417557
2/1/20,Uzbekistan,8.95E-05,13.283828,24.18224
2/1/20,Vanuatu,28.195715,75.17228,46.976562
2/1/20,Venezuela,15.906802,63.463253,47.57033
2/1/20,Vietnam,12.631504,54.069134,41.583374
2/1/20,Western Sahara,0.029096732,30.89036,42.493057
2/1/20,Yemen,4.184226,42.523727,42.335693
2/1/20,Zambia,21.282324,64.33128,43.048958
2/1/20,Zimbabwe,18.491562,62.578003,44.09009
2/1/20,eSwatini,16.333872,59.360264,43.026394
3/1/20,Afghanistan,0.10265431,18.093142,26.804811
3/1/20,Albania,0.04276718,21.617529,28.445412
3/1/20,Algeria,0.035349075,29.365408,40.19095
3/1/20,Angola,20.458567,63.96817,43.517086
3/1/20,Antarctica,0,-38.869728,-20.00707
3/1/20,Argentina,6.4592247,44.569168,40.689816
3/1/20,Armenia,3.82E-05,14.228252,23.463474
3/1/20,Australia,6.73159,51.458656,46.274284
3/1/20,Austria,0,11.974921,22.879227
3/1/20,Azerbaijan,0.004713002,20.833649,28.15744
3/1/20,Bangladesh,13.085974,58.488262,45.407654
3/1/20,Belarus,0,12.609276,23.733366
3/1/20,Belgium,0.014425381,18.094812,26.768623
3/1/20,Belize,21.554638,68.05406,46.49943
3/1/20,Benin,16.186062,66.76556,52.05395
3/1/20,Bhutan,1.2572658,20.730835,24.560118
3/1/20,Bolivia,19.346571,62.036293,43.013966
3/1/20,Bosnia and Herzegovina,0.002269558,16.533424,26.059029
3/1/20,Botswana,10.673848,55.073864,44.615665
3/1/20,Brazil,23.115223,69.144066,46.030064
3/1/20,Brunei,29.887548,77.61241,47.724854
3/1/20,Bulgaria,0.007519724,19.33835,27.312017
3/1/20,Burkina Faso,4.4718566,51.5982,53.085007
3/1/20,Burundi,17.32326,58.73351,41.410248
3/1/20,Cambodia,23.492674,73.749825,50.25715
3/1/20,Cameroon,16.014654,62.605324,48.146282
3/1/20,Canada,0.000241198,-15.43483,1.6784124
3/1/20,Central African Republic,13.307998,62.328625,50.452656
3/1/20,Chad,0.58196497,39.095055,48.89491
3/1/20,Chile,1.0487101,30.148342,32.76833
3/1/20,China,0.85925835,11.434722,22.64738
3/1/20,Colombia,21.805521,68.12732,46.32396
3/1/20,Costa Rica,17.119907,61.53308,44.415554
3/1/20,Croatia,0.005492206,19.039598,28.004452
3/1/20,Cuba,13.9548645,59.031776,45.08381
3/1/20,Cyprus,0.7540575,32.292797,34.1107
3/1/20,Czechia,0,13.757373,24.398422
3/1/20,Democratic Republic of the Congo,24.554518,70.40734,45.85548
3/1/20,Denmark,0,14.962125,24.782017
3/1/20,Djibouti,16.65664,63.751316,47.164856
3/1/20,Dominican Republic,16.795944,60.17047,43.37476
3/1/20,East Timor,26.047543,71.980225,45.932682
3/1/20,Ecuador,21.650434,64.23021,42.58476
3/1/20,Egypt,0.3153176,32.232212,39.208565
3/1/20,El Salvador,13.97873,62.477287,48.50962
3/1/20,Equatorial Guinea,27.786251,74.21887,46.43262
3/1/20,Eritrea,6.0229897,49.442,46.493004
3/1/20,Estonia,0,10.516111,22.156744
3/1/20,Ethiopia,9.193381,53.929615,46.102158
3/1/20,Falkland Islands,0.02039482,26.479082,30.679327
3/1/20,Fiji,29.003601,75.788704,46.7851
3/1/20,Finland,0,4.32377,17.613497
3/1/20,France,2.2496133,25.567348,29.905354
3/1/20,French Southern and Antarctic Lands,0.001230496,18.282103,25.950598
3/1/20,Gabon,27.679846,74.59206,46.91221
3/1/20,Gambia,3.6164353,51.60321,50.19607
3/1/20,Georgia,0.007601607,16.881716,25.724894
3/1/20,Germany,0.000737416,15.6568165,25.544981
3/1/20,Ghana,24.323378,75.23156,51.16534
3/1/20,Greece,0.15321736,25.30228,30.595985
3/1/20,Greenland,0,-31.245342,-12.467159
3/1/20,Guatemala,15.05873,59.497158,44.4798
3/1/20,Guinea,12.372468,61.452713,50.172955
3/1/20,Guinea-Bissau,11.170066,61.085606,50.50332
3/1/20,Guyana,19.96859,66.371864,46.40328
3/1/20,Haiti,16.862078,61.29812,44.43604
3/1/20,Honduras,15.71824,60.303303,44.601006
3/1/20,Hungary,0.000329436,17.412073,27.300774
3/1/20,Iceland,0,3.111327,16.454727
3/1/20,India,9.634334,51.634346,43.095814
3/1/20,Indonesia,27.691187,74.155846,46.464657
3/1/20,Iran,0.48793864,25.45913,32.785213
3/1/20,Iraq,0.7135439,34.401974,37.606186
3/1/20,Ireland,0.003511729,18.371166,26.368618
3/1/20,Israel,1.0045862,34.448875,36.127174
3/1/20,Italy,0.05196631,21.727924,28.424232
3/1/20,Ivory Coast,24.340141,73.81237,49.561184
3/1/20,Jamaica,18.000061,63.914295,45.914234
3/1/20,Japan,0.2680723,17.963156,26.54472
3/1/20,Jordan,0.16437767,29.095106,34.999744
3/1/20,Kazakhstan,0.002009141,8.171888,21.454016
3/1/20,Kenya,19.86612,67.37604,47.51093
3/1/20,Kosovo,0.000427242,16.7111,26.13365
3/1/20,Kuwait,1.5003767,38.244713,40.963978
3/1/20,Kyrgyzstan,0.000308353,4.273867,16.959631
3/1/20,Laos,16.555193,61.963673,45.417053
3/1/20,Latvia,0,11.386454,22.855677
3/1/20,Lebanon,0.5500778,28.127531,31.226006
3/1/20,Lesotho,2.9391284,37.36866,35.106262
3/1/20,Liberia,29.069448,76.7673,47.697853
3/1/20,Libya,0.0737344,30.645893,39.361202
3/1/20,Lithuania,0,12.021589,23.367397
3/1/20,Luxembourg,0.005119528,16.727747,25.759779
3/1/20,Madagascar,20.57252,65.88425,45.311863
3/1/20,Malawi,19.134823,62.537945,43.403126
3/1/20,Malaysia,27.147226,74.194435,47.047295
3/1/20,Mali,0.60952514,38.58606,48.749836
3/1/20,Mauritania,0.05929572,35.047386,45.074078
3/1/20,Mexico,6.35451,44.791035,40.776543
3/1/20,Moldova,2.90E-05,17.887981,27.742922
3/1/20,Mongolia,0,-1.128954,15.371822
3/1/20,Montenegro,0.01768346,16.95722,25.81488
3/1/20,Morocco,0.51812565,31.819784,36.706272
3/1/20,Mozambique,19.066332,65.17584,46.109524
3/1/20,Myanmar,9.530547,54.391415,45.090797
3/1/20,Namibia,9.549199,53.052734,44.44166
3/1/20,Nepal,2.4179149,25.816439,28.803846
3/1/20,Netherlands,0.003110012,18.019913,26.853327
3/1/20,New Caledonia,21.789568,67.45314,45.663574
3/1/20,New Zealand,1.5887724,32.65932,33.383305
3/1/20,Nicaragua,19.817707,66.00646,46.18917
3/1/20,Niger,0.12594679,36.273853,47.854137
3/1/20,Nigeria,11.910431,58.73549,50.80817
3/1/20,North Korea,0.000302743,8.987177,21.68052
3/1/20,North Macedonia,0.000732703,18.070057,26.778986
3/1/20,Northern Cyprus,1.4408176,35.02765,35.53208
3/1/20,Norway,0,-3.5425541,11.041624
3/1/20,Oman,5.8201017,47.78926,44.60462
3/1/20,Pakistan,2.7531621,33.588745,35.33834
3/1/20,Palestine,1.3120182,35.700104,35.979977
3/1/20,Panama,20.305307,66.55097,46.24567
3/1/20,Papua New Guinea,26.353823,71.114944,44.76112
3/1/20,Paraguay,15.441434,64.480415,49.041187
3/1/20,Peru,18.114367,58.378162,40.43058
3/1/20,Philippines,23.773539,70.65178,46.878246
3/1/20,Poland,0,13.638044,24.660141
3/1/20,Portugal,0.442597,29.573175,32.609818
3/1/20,Puerto Rico,18.2626,62.804832,44.542236
3/1/20,Qatar,4.6307797,46.143757,42.788933
3/1/20,Republic of Serbia,0.001143989,17.746675,27.068796
3/1/20,Republic of the Congo,26.836796,73.8848,47.048004
3/1/20,Romania,0.000270872,16.916086,26.562775
3/1/20,Russia,8.52E-07,-6.3943067,9.28541
3/1/20,Rwanda,15.943864,56.625458,40.681595
3/1/20,Saudi Arabia,1.2661252,36.618656,42.509377
3/1/20,Senegal,1.4936911,47.815353,51.101936
3/1/20,Sierra Leone,23.958366,73.51275,49.570408
3/1/20,Slovakia,6.15E-07,13.878071,24.683336
3/1/20,Slovenia,1.20E-05,16.682228,26.314697
3/1/20,Solomon Islands,29.675179,77.03608,47.3609
3/1/20,Somalia,19.209991,68.31171,49.16066
3/1/20,Somaliland,13.579176,58.3455,45.11192
3/1/20,South Africa,6.279316,47.29555,41.98496
3/1/20,South Korea,0.10999026,17.65103,27.673285
3/1/20,South Sudan,8.187036,57.423637,52.539032
3/1/20,Spain,0.09335192,24.816864,30.311243
3/1/20,Sri Lanka,22.758614,70.77554,48.01696
3/1/20,Sudan,0.24726011,36.017944,47.276485
3/1/20,Suriname,20.994179,68.185455,47.191277
3/1/20,Sweden,0,5.7283506,18.732222
3/1/20,Switzerland,1.53E-05,11.115805,21.678308
3/1/20,Syria,0.24667422,30.684551,34.68669
3/1/20,Taiwan,9.254536,48.165718,39.010475
3/1/20,Tajikistan,0.04288212,4.3266273,16.173141
3/1/20,Thailand,20.71959,69.987976,49.269424
3/1/20,The Bahamas,13.179118,56.970757,43.85162
3/1/20,Togo,22.653957,73.42561,51.005413
3/1/20,Trinidad and Tobago,19.379932,65.96682,46.58689
3/1/20,Tunisia,0.30247623,30.92127,35.464314
3/1/20,Turkey,0.055047005,20.107384,27.586777
3/1/20,Turkmenistan,0.07579008,23.296648,32.02099
3/1/20,Uganda,19.262589,63.73681,44.474983
3/1/20,Ukraine,1.23E-05,15.701285,26.188272
3/1/20,United Arab Emirates,3.519189,44.917126,43.739815
3/1/20,United Kingdom,0.002181648,17.530727,26.002304
3/1/20,United Republic of Tanzania,21.93216,65.54018,43.608017
3/1/20,United States of America,1.031588,12.701261,22.33609
3/1/20,Uruguay,11.346213,54.924084,43.579113
3/1/20,Uzbekistan,0.059964195,19.21739,29.36996
3/1/20,Vanuatu,27.850677,74.74725,46.896576
3/1/20,Venezuela,16.157785,63.970116,47.81699
3/1/20,Vietnam,19.338861,64.01534,44.678547
3/1/20,Western Sahara,0.114591435,34.471897,41.256733
3/1/20,Yemen,7.904095,49.995304,44.50509
3/1/20,Zambia,19.463152,62.33933,42.876183
3/1/20,Zimbabwe,12.912537,56.484077,43.57586
3/1/20,eSwatini,13.494615,55.365257,41.870647
4/1/20,Afghanistan,0.6734577,28.462723,32.656487
4/1/20,Albania,0.39064282,25.690453,31.282888
4/1/20,Algeria,0.39653945,37.445557,45.456104
4/1/20,Angola,16.814148,59.966824,43.213776
4/1/20,Antarctica,0,-40.385414,-21.446781
4/1/20,Argentina,2.4376173,33.61893,35.408653
4/1/20,Armenia,0.004893057,16.6725,24.604202
4/1/20,Australia,3.9467676,45.01632,43.74085
4/1/20,Austria,0.016801152,19.721888,28.817104
4/1/20,Azerbaijan,0.10170706,23.60778,29.431383
4/1/20,Bangladesh,22.08717,69.57919,47.49561
4/1/20,Belarus,3.30E-05,15.477695,26.93016
4/1/20,Belgium,0.029754503,25.065441,32.081924
4/1/20,Belize,26.389465,75.388916,48.999454
4/1/20,Benin,23.52182,74.92747,51.439674
4/1/20,Bhutan,2.263333,25.59578,26.714376
4/1/20,Bolivia,14.226583,53.89049,41.280098
4/1/20,Bosnia and Herzegovina,0.04536339,22.446503,30.579062
4/1/20,Botswana,5.1722193,46.594574,42.80297
4/1/20,Brazil,21.6257,66.78437,45.21801
4/1/20,Brunei,31.039625,79.285904,48.24628
4/1/20,Bulgaria,0.076465055,22.46869,30.153389
4/1/20,Burkina Faso,12.305135,65.37408,54.539444
4/1/20,Burundi,17.456314,58.3097,40.853386
4/1/20,Cambodia,26.695793,76.95757,50.261776
4/1/20,Cameroon,21.053322,68.21243,47.484478
4/1/20,Canada,0.000341306,-4.681516,10.82686
4/1/20,Central African Republic,17.855051,66.971405,49.55001
4/1/20,Chad,1.9691982,45.715603,52.434925
4/1/20,Chile,0.41300932,24.53152,30.280111
4/1/20,China,0.88650304,18.756945,28.378532
4/1/20,Colombia,23.680607,69.168106,45.48963
4/1/20,Costa Rica,20.987732,66.07432,45.086586
4/1/20,Croatia,0.14046465,24.983269,32.617615
4/1/20,Cuba,20.453716,68.35179,47.898067
4/1/20,Cyprus,1.6738989,37.3072,36.87988
4/1/20,Czechia,0.006411138,19.993683,29.822065
4/1/20,Democratic Republic of the Congo,24.148336,69.78013,45.63182
4/1/20,Denmark,1.46E-05,19.36258,27.966537
4/1/20,Djibouti,22.191187,70.887405,48.701694
4/1/20,Dominican Republic,20.373194,66.127785,45.754585
4/1/20,East Timor,24.959982,70.75164,45.791656
4/1/20,Ecuador,20.145514,62.353966,42.213448
4/1/20,Egypt,0.35683793,36.452854,42.884293
4/1/20,El Salvador,21.749687,70.53084,48.782112
4/1/20,Equatorial Guinea,26.952415,72.99073,46.03832
4/1/20,Eritrea,9.223638,56.11797,49.1466
4/1/20,Estonia,0,13.836351,24.809973
4/1/20,Ethiopia,13.061635,57.971813,45.63042
4/1/20,Falkland Islands,0.010216842,23.274988,28.904339
4/1/20,Fiji,27.644487,73.96064,46.316154
4/1/20,Finland,0,7.552015,20.384342
4/1/20,France,3.0686545,33.178276,34.45331
4/1/20,French Southern and Antarctic Lands,0.000656983,16.511797,24.70497
4/1/20,Gabon,27.529158,74.235664,46.706497
4/1/20,Gambia,7.0332465,58.317936,51.638027
4/1/20,Georgia,0.014221249,17.871502,26.034422
4/1/20,Germany,0.014922707,22.048306,30.781357
4/1/20,Ghana,26.860231,77.282524,50.423256
4/1/20,Greece,0.45518887,28.214941,32.60447
